Scenario,Region,Variable,Year,Electricity generation,Electricity capacity
Global Net-zero,Quebec,Biomass / Geothermal,2021,1301.22,326.39
Canada Net-zero,Quebec,Hydro / Wave / Tidal,2021,200588.07,41486.87
Current Measures,Quebec,Hydro / Wave / Tidal,2021,200588.07,41486.87
Global Net-zero,Quebec,Hydro / Wave / Tidal,2021,200588.07,41486.87
Canada Net-zero,Quebec,Natural Gas,2021,106.41,591.05
Current Measures,Quebec,Natural Gas,2021,106.41,591.05
Global Net-zero,Quebec,Natural Gas,2021,106.41,591.05
Canada Net-zero,Quebec,Oil,2021,556.46,311.04
Current Measures,Quebec,Oil,2021,556.46,311.04
Global Net-zero,Quebec,Oil,2021,556.46,311.04
Canada Net-zero,Quebec,Solar,2021,33.53,0.3
Current Measures,Quebec,Solar,2021,33.53,0.3
Global Net-zero,Quebec,Solar,2021,33.53,0.3
Canada Net-zero,Quebec,Uranium,2021,0,0
Global Net-zero,Quebec,Uranium,2021,0,0
Canada Net-zero,Quebec,Wind,2021,10322.93,4362.57
Current Measures,Quebec,Wind,2021,10322.93,4362.57
Global Net-zero,Quebec,Wind,2021,10322.93,4362.57
Canada Net-zero,Saskatchewan,Biomass / Geothermal,2021,109.86,36
Current Measures,Saskatchewan,Biomass / Geothermal,2021,109.86,36
Global Net-zero,Saskatchewan,Biomass / Geothermal,2021,109.86,36
Canada Net-zero,Saskatchewan,Coal & Coke,2021,10334.58,1535
Current Measures,Saskatchewan,Coal & Coke,2021,10334.58,1535
Global Net-zero,Saskatchewan,Coal & Coke,2021,10334.58,1535
Canada Net-zero,Saskatchewan,Hydro / Wave / Tidal,2021,2494.56,889.06
Current Measures,Saskatchewan,Hydro / Wave / Tidal,2021,2494.56,889.06
Global Net-zero,Saskatchewan,Hydro / Wave / Tidal,2021,2494.56,889.06
Canada Net-zero,Saskatchewan,Natural Gas,2021,11093.95,1839.95
Current Measures,Saskatchewan,Natural Gas,2021,11093.95,1839.95
Global Net-zero,Saskatchewan,Natural Gas,2021,11093.95,1839.95
Canada Net-zero,Saskatchewan,Oil,2021,1.02,16.96
Current Measures,Saskatchewan,Oil,2021,1.02,16.96
Global Net-zero,Saskatchewan,Oil,2021,1.02,16.96
Canada Net-zero,Saskatchewan,Solar,2021,35.33,64
Current Measures,Saskatchewan,Solar,2021,35.33,64
Global Net-zero,Saskatchewan,Solar,2021,35.33,64
Canada Net-zero,Saskatchewan,Uranium,2021,0,0
Global Net-zero,Saskatchewan,Uranium,2021,0,0
Canada Net-zero,Saskatchewan,Wind,2021,870.39,221.18
Current Measures,Saskatchewan,Wind,2021,870.39,221.18
Global Net-zero,Saskatchewan,Wind,2021,870.39,221.18
Canada Net-zero,Yukon,Biomass / Geothermal,2021,2.99,0.5
Current Measures,Yukon,Biomass / Geothermal,2021,2.99,0.5
Global Net-zero,Yukon,Biomass / Geothermal,2021,2.99,0.5
Canada Net-zero,Yukon,Hydro / Wave / Tidal,2021,505.9,94.5
Current Measures,Yukon,Hydro / Wave / Tidal,2021,505.9,94.5
Global Net-zero,Yukon,Hydro / Wave / Tidal,2021,505.9,94.5
Canada Net-zero,Yukon,Natural Gas,2021,111.52,19.8
Current Measures,Yukon,Natural Gas,2021,111.52,19.8
Global Net-zero,Yukon,Natural Gas,2021,111.52,19.8
Canada Net-zero,Yukon,Oil,2021,79.32,24.57
Current Measures,Yukon,Oil,2021,79.32,24.57
Global Net-zero,Yukon,Oil,2021,79.32,24.57
Canada Net-zero,Yukon,Solar,2021,0.26,0.04
Current Measures,Yukon,Solar,2021,0.2,0.04
Global Net-zero,Yukon,Solar,2021,0.26,0.04
Canada Net-zero,Yukon,Wind,2021,1.08,0.81
Current Measures,Yukon,Wind,2021,1.08,0.81
Global Net-zero,Yukon,Wind,2021,1.08,0.81
Canada Net-zero,Alberta,Biomass / Geothermal,2022,1951.55,285.65
Current Measures,Alberta,Biomass / Geothermal,2022,1938.28,285.65
Global Net-zero,Alberta,Biomass / Geothermal,2022,1947.22,285.65
Canada Net-zero,Alberta,Coal & Coke,2022,14245.47,1636
Current Measures,Alberta,Coal & Coke,2022,14178.74,1636
Global Net-zero,Alberta,Coal & Coke,2022,14231.54,1636
Canada Net-zero,Alberta,Hydro / Wave / Tidal,2022,1651.07,894.35
Current Measures,Alberta,Hydro / Wave / Tidal,2022,1651.07,894.35
Global Net-zero,Alberta,Hydro / Wave / Tidal,2022,2251.07,894.35
Canada Net-zero,Alberta,Natural Gas,2022,54257.36,9866.48
Current Measures,Alberta,Natural Gas,2022,55005.49,9866.48
Global Net-zero,Alberta,Natural Gas,2022,53506.2,9866.48
Canada Net-zero,Alberta,Oil,2022,15.66,7.15
Current Measures,Alberta,Oil,2022,15.66,7.15
Global Net-zero,Alberta,Oil,2022,15.66,7.15
Canada Net-zero,Alberta,Solar,2022,1830.57,949
Current Measures,Alberta,Solar,2022,2806.51,949
Global Net-zero,Alberta,Solar,2022,1830.57,949
Canada Net-zero,Alberta,Uranium,2022,0,0
Global Net-zero,Alberta,Uranium,2022,0,0
Canada Net-zero,Alberta,Wind,2022,10161.26,2848.56
Current Measures,Alberta,Wind,2022,10161.26,2848.56
Global Net-zero,Alberta,Wind,2022,10161.26,2848.56
Canada Net-zero,British Columbia,Biomass / Geothermal,2022,5680.96,979.05
Current Measures,British Columbia,Biomass / Geothermal,2022,5520.94,979.05
Global Net-zero,British Columbia,Biomass / Geothermal,2022,5541.42,979.05
Canada Net-zero,British Columbia,Hydro / Wave / Tidal,2022,59572.43,15953.47
Current Measures,British Columbia,Hydro / Wave / Tidal,2022,59554.24,15953.47
Global Net-zero,British Columbia,Hydro / Wave / Tidal,2022,58860.47,15953.47
Canada Net-zero,British Columbia,Natural Gas,2022,1684.39,539.73
Current Measures,British Columbia,Natural Gas,2022,1677.18,539.73
Global Net-zero,British Columbia,Natural Gas,2022,1651.85,539.73
Canada Net-zero,British Columbia,Oil,2022,96.73,36.46
Current Measures,British Columbia,Oil,2022,96.48,36.46
Global Net-zero,British Columbia,Oil,2022,94.67,36.46
Canada Net-zero,British Columbia,Solar,2022,437.84,303.28
Current Measures,British Columbia,Solar,2022,437.84,303.28
Global Net-zero,British Columbia,Solar,2022,29.84,303.28
Canada Net-zero,British Columbia,Uranium,2022,0,0
Global Net-zero,British Columbia,Uranium,2022,0,0
Canada Net-zero,British Columbia,Wind,2022,2008.28,702.25
Current Measures,British Columbia,Wind,2022,2008.28,702.25
Global Net-zero,British Columbia,Wind,2022,2008.28,702.25
Canada Net-zero,Manitoba,Biomass / Geothermal,2022,80.53,22
Current Measures,Manitoba,Biomass / Geothermal,2022,78.65,22
Global Net-zero,Manitoba,Biomass / Geothermal,2022,80.53,22
Canada Net-zero,Manitoba,Hydro / Wave / Tidal,2022,29747.68,6072.69
Current Measures,Manitoba,Hydro / Wave / Tidal,2022,29880.31,6072.69
Global Net-zero,Manitoba,Hydro / Wave / Tidal,2022,36745.92,6072.69
Canada Net-zero,Manitoba,Natural Gas,2022,176.39,402.61
Current Measures,Manitoba,Natural Gas,2022,176.41,402.61
Global Net-zero,Manitoba,Natural Gas,2022,176.39,402.61
Canada Net-zero,Manitoba,Oil,2022,16.34,37.31
Current Measures,Manitoba,Oil,2022,16.34,37.31
Global Net-zero,Manitoba,Oil,2022,16.34,37.31
Canada Net-zero,Manitoba,Solar,2022,17.35,6
Current Measures,Manitoba,Solar,2022,17.35,6
Global Net-zero,Manitoba,Solar,2022,15.35,6
Canada Net-zero,Manitoba,Uranium,2022,0,0
Global Net-zero,Manitoba,Uranium,2022,0,0
Canada Net-zero,Manitoba,Wind,2022,537.1,258.65
Current Measures,Manitoba,Wind,2022,537.38,258.65
Global Net-zero,Manitoba,Wind,2022,537.1,258.65
Canada Net-zero,New Brunswick,Biomass / Geothermal,2022,220.99,79.2
Current Measures,New Brunswick,Biomass / Geothermal,2022,224.89,79.2
Global Net-zero,New Brunswick,Biomass / Geothermal,2022,513.78,79.2
Canada Net-zero,New Brunswick,Coal & Coke,2022,1567.89,541
Current Measures,New Brunswick,Coal & Coke,2022,1599.88,541
Global Net-zero,New Brunswick,Coal & Coke,2022,1561.72,541
Canada Net-zero,New Brunswick,Hydro / Wave / Tidal,2022,2742.41,960.98
Current Measures,New Brunswick,Hydro / Wave / Tidal,2022,2737.64,960.98
Global Net-zero,New Brunswick,Hydro / Wave / Tidal,2022,3025.48,960.98
Canada Net-zero,New Brunswick,Natural Gas,2022,2065.16,550
Current Measures,New Brunswick,Natural Gas,2022,2093.88,550
Global Net-zero,New Brunswick,Natural Gas,2022,2058.47,550
Canada Net-zero,New Brunswick,Oil,2022,54.65,1593.04
Current Measures,New Brunswick,Oil,2022,61.04,1593.04
Global Net-zero,New Brunswick,Oil,2022,51.42,1593.04
Canada Net-zero,New Brunswick,Solar,2022,1.65,0.16
Current Measures,New Brunswick,Solar,2022,1.65,0.16
Global Net-zero,New Brunswick,Solar,2022,1.65,0.16
Canada Net-zero,New Brunswick,Uranium,2022,5077.03,705
Current Measures,New Brunswick,Uranium,2022,5083.13,705
Global Net-zero,New Brunswick,Uranium,2022,5070.89,705
Canada Net-zero,New Brunswick,Wind,2022,1100.05,329
Current Measures,New Brunswick,Wind,2022,1100.05,329
Global Net-zero,New Brunswick,Wind,2022,1100.05,329
Canada Net-zero,Newfoundland and Labrador,Hydro / Wave / Tidal,2022,44263.58,7607.06
Current Measures,Newfoundland and Labrador,Hydro / Wave / Tidal,2022,44310.69,7607.06
Global Net-zero,Newfoundland and Labrador,Hydro / Wave / Tidal,2022,44235.28,7607.06
Canada Net-zero,Newfoundland and Labrador,Natural Gas,2022,104.43,251.5
Current Measures,Newfoundland and Labrador,Natural Gas,2022,125.27,251.5
Global Net-zero,Newfoundland and Labrador,Natural Gas,2022,99.73,251.5
Canada Net-zero,Newfoundland and Labrador,Oil,2022,168.53,769.55
Current Measures,Newfoundland and Labrador,Oil,2022,168.53,769.55
Global Net-zero,Newfoundland and Labrador,Oil,2022,168.53,769.55
Canada Net-zero,Newfoundland and Labrador,Solar,2022,1.17,0.02
Current Measures,Newfoundland and Labrador,Solar,2022,1.17,0.02
Global Net-zero,Newfoundland and Labrador,Solar,2022,1.17,0.02
Canada Net-zero,Newfoundland and Labrador,Wind,2022,194.5,54.3
Current Measures,Newfoundland and Labrador,Wind,2022,194.5,54.3
Global Net-zero,Newfoundland and Labrador,Wind,2022,194.5,54.3
Canada Net-zero,Nova Scotia,Biomass / Geothermal,2022,349.49,112.56
Current Measures,Nova Scotia,Biomass / Geothermal,2022,354.17,112.56
Global Net-zero,Nova Scotia,Biomass / Geothermal,2022,340.21,112.56
Canada Net-zero,Nova Scotia,Coal & Coke,2022,3881.03,1133
Current Measures,Nova Scotia,Coal & Coke,2022,3899.7,1133
Global Net-zero,Nova Scotia,Coal & Coke,2022,3876.27,1133
Canada Net-zero,Nova Scotia,Hydro / Wave / Tidal,2022,978.49,389.35
Current Measures,Nova Scotia,Hydro / Wave / Tidal,2022,978.06,389.35
Global Net-zero,Nova Scotia,Hydro / Wave / Tidal,2022,890.45,389.35
Canada Net-zero,Nova Scotia,Natural Gas,2022,1143.13,678
Current Measures,Nova Scotia,Natural Gas,2022,1194.82,678
Global Net-zero,Nova Scotia,Natural Gas,2022,1117.37,678
Canada Net-zero,Nova Scotia,Oil,2022,0,222.3
Current Measures,Nova Scotia,Oil,2022,0,222.3
Global Net-zero,Nova Scotia,Oil,2022,0,222.3
Canada Net-zero,Nova Scotia,Solar,2022,1.87,0.37
Current Measures,Nova Scotia,Solar,2022,1.87,0.37
Global Net-zero,Nova Scotia,Solar,2022,1.87,0.37
Canada Net-zero,Nova Scotia,Wind,2022,2155.04,603.18
Current Measures,Nova Scotia,Wind,2022,2154.76,603.18
Global Net-zero,Nova Scotia,Wind,2022,1953.85,603.18
Canada Net-zero,Northwest Territories,Hydro / Wave / Tidal,2022,265.33,55.48
Current Measures,Northwest Territories,Hydro / Wave / Tidal,2022,249.16,55.48
Global Net-zero,Northwest Territories,Hydro / Wave / Tidal,2022,248.69,55.48
Canada Net-zero,Northwest Territories,Natural Gas,2022,67.36,7.8
Current Measures,Northwest Territories,Natural Gas,2022,23.13,7.8
Global Net-zero,Northwest Territories,Natural Gas,2022,22.4,7.8
Canada Net-zero,Northwest Territories,Oil,2022,127.75,159
Current Measures,Northwest Territories,Oil,2022,35.24,159
Global Net-zero,Northwest Territories,Oil,2022,35.19,159
Canada Net-zero,Northwest Territories,Solar,2022,2.96,2.02
Current Measures,Northwest Territories,Solar,2022,2.87,2.02
Global Net-zero,Northwest Territories,Solar,2022,2.96,2.02
Canada Net-zero,Northwest Territories,Wind,2022,24.02,13.2
Current Measures,Northwest Territories,Wind,2022,24.02,13.2
Global Net-zero,Northwest Territories,Wind,2022,24.02,13.2
Current Measures,Nunavut,Biomass / Geothermal,2022,0,0
Canada Net-zero,Nunavut,Oil,2022,288.45,62.28
Current Measures,Nunavut,Oil,2022,293.71,62.28
Global Net-zero,Nunavut,Oil,2022,286.3,62.28
Canada Net-zero,Nunavut,Solar,2022,0.57,0.03
Current Measures,Nunavut,Solar,2022,0.5,0.03
Global Net-zero,Nunavut,Solar,2022,0.57,0.03
Canada Net-zero,Nunavut,Wind,2022,0,0
Current Measures,Nunavut,Wind,2022,0,0
Global Net-zero,Nunavut,Wind,2022,0,0
Canada Net-zero,Ontario,Biomass / Geothermal,2022,1071.07,698.62
Current Measures,Ontario,Biomass / Geothermal,2022,1071.35,698.62
Global Net-zero,Ontario,Biomass / Geothermal,2022,1071.08,698.62
Canada Net-zero,Ontario,Hydro / Wave / Tidal,2022,36090.62,9263.68
Current Measures,Ontario,Hydro / Wave / Tidal,2022,36156.18,9263.68
Global Net-zero,Ontario,Hydro / Wave / Tidal,2022,39081.49,9263.68
Canada Net-zero,Ontario,Natural Gas,2022,10859.38,8730.91
Current Measures,Ontario,Natural Gas,2022,12752.91,8730.91
Global Net-zero,Ontario,Natural Gas,2022,10841.55,8730.91
Canada Net-zero,Ontario,Oil,2022,85.07,250.45
Current Measures,Ontario,Oil,2022,85.07,250.45
Global Net-zero,Ontario,Oil,2022,85.07,250.45
Canada Net-zero,Ontario,Solar,2022,7991.44,2669.46
Current Measures,Ontario,Solar,2022,7991.44,2669.46
Global Net-zero,Ontario,Solar,2022,5991.44,2669.46
Canada Net-zero,Ontario,Uranium,2022,82036.11,12380
Current Measures,Ontario,Uranium,2022,82259.26,12380
Global Net-zero,Ontario,Uranium,2022,78010.75,12380
Canada Net-zero,Ontario,Wind,2022,17875.75,5575.45
Current Measures,Ontario,Wind,2022,17884.65,5575.45
Global Net-zero,Ontario,Wind,2022,17871.6,5575.45
Canada Net-zero,Prince Edward Island,Biomass / Geothermal,2022,7.35,2.1
Current Measures,Prince Edward Island,Biomass / Geothermal,2022,7.5,2.1
Global Net-zero,Prince Edward Island,Biomass / Geothermal,2022,7.36,2.1
Canada Net-zero,Prince Edward Island,Oil,2022,21.07,170.45
Current Measures,Prince Edward Island,Oil,2022,20.83,170.45
Global Net-zero,Prince Edward Island,Oil,2022,6.54,170.45
Canada Net-zero,Prince Edward Island,Solar,2022,0.68,0
Current Measures,Prince Edward Island,Solar,2022,0.68,0
Global Net-zero,Prince Edward Island,Solar,2022,0.68,0
Canada Net-zero,Prince Edward Island,Uranium,2022,0,0
Global Net-zero,Prince Edward Island,Uranium,2022,0,0
Canada Net-zero,Prince Edward Island,Wind,2022,1002.56,268.28
Current Measures,Prince Edward Island,Wind,2022,1002.56,268.28
Global Net-zero,Prince Edward Island,Wind,2022,1002.56,268.28
Canada Net-zero,Quebec,Biomass / Geothermal,2022,1574.33,326.39
Current Measures,Quebec,Biomass / Geothermal,2022,1592.6,326.39
Global Net-zero,Quebec,Biomass / Geothermal,2022,1569.81,326.39
Canada Net-zero,Quebec,Hydro / Wave / Tidal,2022,195833.87,41486.87
Current Measures,Quebec,Hydro / Wave / Tidal,2022,196305.96,41486.87
Global Net-zero,Quebec,Hydro / Wave / Tidal,2022,195745.31,41486.87
Canada Net-zero,Quebec,Natural Gas,2022,298.7,591.05
Current Measures,Quebec,Natural Gas,2022,324.79,591.05
Global Net-zero,Quebec,Natural Gas,2022,298.68,591.05
Canada Net-zero,Quebec,Oil,2022,576.53,311.04
Current Measures,Quebec,Oil,2022,615.48,311.04
Global Net-zero,Quebec,Oil,2022,576.7,311.04
Canada Net-zero,Quebec,Solar,2022,29.53,0.3
Current Measures,Quebec,Solar,2022,29.53,0.3
Global Net-zero,Quebec,Solar,2022,29.53,0.3
Canada Net-zero,Quebec,Uranium,2022,0,0
Global Net-zero,Quebec,Uranium,2022,0,0
Canada Net-zero,Quebec,Wind,2022,14322.93,4362.57
Current Measures,Quebec,Wind,2022,14322.93,4362.57
Global Net-zero,Quebec,Wind,2022,14322.93,4362.57
Canada Net-zero,Saskatchewan,Biomass / Geothermal,2022,248.84,36
Current Measures,Saskatchewan,Biomass / Geothermal,2022,256.62,36
Global Net-zero,Saskatchewan,Biomass / Geothermal,2022,246.76,36
Canada Net-zero,Saskatchewan,Coal & Coke,2022,7918.45,1396
Current Measures,Saskatchewan,Coal & Coke,2022,8016.62,1396
Global Net-zero,Saskatchewan,Coal & Coke,2022,7879.44,1396
Canada Net-zero,Saskatchewan,Hydro / Wave / Tidal,2022,3868.45,889.06
Current Measures,Saskatchewan,Hydro / Wave / Tidal,2022,3924.03,889.06
Global Net-zero,Saskatchewan,Hydro / Wave / Tidal,2022,3863.42,889.06
Canada Net-zero,Saskatchewan,Natural Gas,2022,11263.41,1839.95
Current Measures,Saskatchewan,Natural Gas,2022,11345.16,1839.95
Global Net-zero,Saskatchewan,Natural Gas,2022,11246.93,1839.95
Canada Net-zero,Saskatchewan,Oil,2022,1.02,16.96
Current Measures,Saskatchewan,Oil,2022,1.02,16.96
Global Net-zero,Saskatchewan,Oil,2022,1.02,16.96
Canada Net-zero,Saskatchewan,Solar,2022,149.03,64
Current Measures,Saskatchewan,Solar,2022,149.03,64
Global Net-zero,Saskatchewan,Solar,2022,62.03,64
Canada Net-zero,Saskatchewan,Uranium,2022,0,0
Global Net-zero,Saskatchewan,Uranium,2022,0,0
Canada Net-zero,Saskatchewan,Wind,2022,641.8,221.18
Current Measures,Saskatchewan,Wind,2022,671.59,221.18
Global Net-zero,Saskatchewan,Wind,2022,1639.75,221.18
Canada Net-zero,Yukon,Biomass / Geothermal,2022,3.13,0.5
Current Measures,Yukon,Biomass / Geothermal,2022,3.16,0.5
Global Net-zero,Yukon,Biomass / Geothermal,2022,3.08,0.5
Canada Net-zero,Yukon,Hydro / Wave / Tidal,2022,425.59,99.5
Current Measures,Yukon,Hydro / Wave / Tidal,2022,427.21,99.5
Global Net-zero,Yukon,Hydro / Wave / Tidal,2022,494.2,99.5
Canada Net-zero,Yukon,Natural Gas,2022,119.28,19.8
Current Measures,Yukon,Natural Gas,2022,122.18,19.8
Global Net-zero,Yukon,Natural Gas,2022,116.93,19.8
Canada Net-zero,Yukon,Oil,2022,83.35,24.57
Current Measures,Yukon,Oil,2022,85.01,24.57
Global Net-zero,Yukon,Oil,2022,82.18,24.57
Canada Net-zero,Yukon,Solar,2022,0.4,0.04
Current Measures,Yukon,Solar,2022,0.28,0.04
Global Net-zero,Yukon,Solar,2022,0.4,0.04
Canada Net-zero,Yukon,Wind,2022,1.08,0.81
Current Measures,Yukon,Wind,2022,1.08,0.81
Global Net-zero,Yukon,Wind,2022,1.08,0.81
Canada Net-zero,Alberta,Biomass / Geothermal,2023,1810.48,285.65
Current Measures,Alberta,Biomass / Geothermal,2023,1821.49,285.65
Global Net-zero,Alberta,Biomass / Geothermal,2023,1804.18,285.65
Canada Net-zero,Alberta,Coal & Coke,2023,7141.56,830
Current Measures,Alberta,Coal & Coke,2023,7174.5,830
Global Net-zero,Alberta,Coal & Coke,2023,7120.87,830
Canada Net-zero,Alberta,Hydro / Wave / Tidal,2023,1651.07,894.35
Current Measures,Alberta,Hydro / Wave / Tidal,2023,1651.07,894.35
Global Net-zero,Alberta,Hydro / Wave / Tidal,2023,1651.07,894.35
Canada Net-zero,Alberta,Natural Gas,2023,61386.67,12327.48
Current Measures,Alberta,Natural Gas,2023,65867.44,12327.48
Global Net-zero,Alberta,Natural Gas,2023,60416.07,12327.48
Canada Net-zero,Alberta,Oil,2023,15.66,7.15
Current Measures,Alberta,Oil,2023,15.66,7.15
Global Net-zero,Alberta,Oil,2023,15.66,7.15
Canada Net-zero,Alberta,Solar,2023,2335.84,1179
Current Measures,Alberta,Solar,2023,2904.74,1179
Global Net-zero,Alberta,Solar,2023,2335.84,1179
Canada Net-zero,Alberta,Uranium,2023,0,0
Global Net-zero,Alberta,Uranium,2023,0,0
Canada Net-zero,Alberta,Wind,2023,13371.7,3748.56
Current Measures,Alberta,Wind,2023,10161.26,3748.56
Global Net-zero,Alberta,Wind,2023,13371.7,3748.56
Canada Net-zero,British Columbia,Biomass / Geothermal,2023,4541.86,979.05
Current Measures,British Columbia,Biomass / Geothermal,2023,4604.63,979.05
Global Net-zero,British Columbia,Biomass / Geothermal,2023,4329.76,979.05
Canada Net-zero,British Columbia,Hydro / Wave / Tidal,2023,59823.2,15953.47
Current Measures,British Columbia,Hydro / Wave / Tidal,2023,59770.04,15953.47
Global Net-zero,British Columbia,Hydro / Wave / Tidal,2023,59620.53,15953.47
Canada Net-zero,British Columbia,Natural Gas,2023,2001.81,539.73
Current Measures,British Columbia,Natural Gas,2023,1927.48,539.73
Global Net-zero,British Columbia,Natural Gas,2023,1804.5,539.73
Canada Net-zero,British Columbia,Oil,2023,101.12,36.46
Current Measures,British Columbia,Oil,2023,100.19,36.46
Global Net-zero,British Columbia,Oil,2023,97.64,36.46
Canada Net-zero,British Columbia,Solar,2023,437.84,303.28
Current Measures,British Columbia,Solar,2023,437.84,303.28
Global Net-zero,British Columbia,Solar,2023,44.84,303.28
Canada Net-zero,British Columbia,Uranium,2023,0,0
Global Net-zero,British Columbia,Uranium,2023,0,0
Canada Net-zero,British Columbia,Wind,2023,2008.28,702.25
Current Measures,British Columbia,Wind,2023,2008.28,702.25
